	name	hematokrit	smoker	leukocyty	relationship	ssn	alt	weight	erytrocyty	alp	ast	er-cv	etytr	hemoglobin	trombocyty	indicator	hbver
1360	John Hooper	6.21806	no	6.12553	married	562-65-7522	1.10582	47.56310	8.00248	51.85731	52.74710	45.34054	5.34387	4.68583	2.95702	0.00000	8.41786
1361	Barry Smith	6.81025	Y	6.73416	married	348-34-6027	0.57767	71.70257	4.07620	69.93738	39.16858	33.09341	6.56878	5.46010	8.36981	1.00000	5.52461
1362	Courtney Hall	9.41275	yes	9.04954	divoced	601-36-8228	4.16482	94.84482	9.39433	38.60699	57.72890	55.62634	5.66447	8.05137	6.81840	0.00000	7.48966
1363	Jeffrey Conley	4.03176	no	5.94975	widowed	506-45-3810	4.92129	102.57534	9.63759	83.89944	31.89802	65.40531	6.72945	5.83323	4.38940	1.00000	8.00523
1364	William Reese	6.39010	no	4.82808	single	861-32-7661	0.66770	119.00721	7.03301	81.13406	51.11518	27.66018	7.44739	5.84783	5.03975	0.00000	6.03755
1365	Christopher Parsons	5.96741	no	10.10957	widowed	031-10-5982	0.45908	53.98331	5.42980	60.74749	47.35982	43.42228	3.37062	7.29641	9.75443	1.00000	6.83242
1366	Julie Norris	5.08424	yes	5.96347	nop	720-03-2377	2.86539	45.17012	8.97808	81.12536	24.41511	62.13884	5.97641	7.00005	6.41592	1.00000	5.89038
1367	Mario Jones	7.63021	yes	6.65728	single	109-93-0566	0.60365	67.55045	6.16506	59.37297	60.88029	41.05674	6.67306	7.42352	6.05976	0.00000	7.00867
1368	Kimberly Wright	7.70513	no	2.47617	nop	464-56-7080	0.62110	78.54476	7.02314	92.93528	56.78092	45.15031	7.39529	6.63283	6.46799	1.00000	6.86427
1369	Stephanie Wilson	7.43770	Y	5.76630	nop	014-33-2401	0.26300	119.60629	5.77448	82.40653	56.36333	48.63071	5.81828	6.83230	8.53293	1.00000	7.19078
1370	Terry Thompson	7.59767	no	7.19315	widowed	403-65-5240	0.56299	80.16503	6.98917	72.09662	63.74510	49.19230	5.66089	5.37527	5.63512	0.00000	6.68170
1371	Joseph Mills	5.85051	no	6.57609	single	556-47-2930	0.83475	78.53966	7.13782	80.32465	49.60469	68.78873	7.86434	6.83199	6.46730	0.00000	4.48186
1372	Danielle Lara	6.98808	no	9.79900	nop	137-92-0939	0.57993	63.20816	5.81777	85.36108	72.11737	25.43904	5.99221	6.44599	9.14921	1.00000	5.80801
1373	Derrick Conrad	7.02462	yes	6.77017	married	381-21-1417	0.33310	77.37285	5.63760	31.34575	51.86935	51.49858	7.15188	8.34883	9.43143	1.00000	6.92535
1374	John Williams	6.33882	Y	4.68982	divoced	821-55-0746	0.30982	7.70208	3.83669	96.31086	26.21613	44.82087	6.26332	6.05555	6.80745	1.00000	7.44875
1375	David Alexander	8.78586	Y	3.94041	divoced	720-02-7778	0.29026	62.37635	4.78097	76.16638	64.96450	42.69577	6.28702	7.26440	5.81374	1.00000	6.84193
1376	Justin Lopez	7.61803	Y	2.31115	married	654-62-0750	0.41564	106.18902	5.52126	85.84200	49.92031	44.70994	7.19224	6.46887	5.48271	1.00000	6.90814
1377	Brianna Allen	8.48115	no	5.45839	widowed	838-14-7309	0.40039	81.19645	5.18437	89.07451	47.82394	39.06061	6.06217	6.23642	7.43804	1.00000	6.75715
1378	Dustin Oneal	9.08549	no	9.40485	single	828-02-1024	3.53307	-1.87416	9.23389	70.27683	38.58336	26.70555	5.11390	5.41369	6.47404	0.00000	5.30165
1379	Christopher Griffin	5.54908	no	3.27386	married	548-74-4133	2.89957	81.83812	9.01134	25.59622	47.39597	41.35916	6.56997	8.52162	2.96137	0.00000	6.14641
1380	Richard Hall	6.33696	no	4.35993	single	560-01-2165	1.24240	39.03965	7.76935	78.60650	53.68389	38.21199	7.12218	6.30813	5.73712	0.00000	7.96804
1381	Ronald Stein	4.55189	no	7.91786	married	370-91-0782	0.71118	-9.90558	5.30387	75.77855	54.95066	65.35373	7.02561	7.13368	10.30948	1.00000	6.15030
1382	Cindy Lawson	5.28520	no	6.09735	single	349-10-9156	0.33994	68.45371	5.41309	84.75368	82.67400	45.93459	5.51742	6.51121	9.33211	1.00000	7.14841
1383	Wesley Ball	5.52857	no	8.49374	married	234-42-6878	0.61892	51.73223	6.95728	93.28709	74.59960	36.75538	5.30892	6.12897	8.31419	1.00000	6.81110
1384	David Harmon	5.51800	no	5.02348	separated	712-70-2584	0.78980	38.02995	5.94941	37.91058	55.79177	51.88224	5.24181	4.34023	8.65137	1.00000	6.62363
1385	Shawn White	4.28443	N	8.34147	single	238-78-3332	1.09929	71.04388	7.67928	30.31067	51.42178	47.44200	7.99906	8.44663	7.96783	0.00000	6.03495
1386	James Chambers	6.51759	no	8.18176	separated	302-38-9498	0.52864	113.91285	6.80468	84.05616	40.49047	33.25138	5.46312	6.00306	4.37043	0.00000	6.11307
1387	Rodney Henry	7.80499	N	6.93262	separated	750-47-1182	1.10364	43.34638	7.74461	77.36217	55.61282	25.22689	4.42045	5.40852	5.36602	0.00000	5.99845
1388	Melissa Haas	7.20235	no	5.92992	nop	204-20-6019	0.50976	-10.63969	6.77914	74.90820	45.65140	65.71516	6.62317	5.42166	4.99973	0.00000	6.99495
1389	David Weaver	3.33599	no	6.72506	divoced	611-78-4945	1.51791	123.35885	8.34500	83.52274	59.39122	55.68868	6.43454	5.82839	7.40314	1.00000	6.79688
1390	Katherine Palmer	5.01779	Y	4.26179	separated	678-18-1437	1.53191	46.53217	8.25111	85.42718	39.59759	46.85450	5.60410	6.78351	4.32146	0.00000	6.07983
1391	Joan Moore	9.21666	Y	8.39286	married	535-18-9162	0.76082	23.19965	3.68911	67.81958	63.88090	75.86916	7.15052	5.47120	8.61966	1.00000	8.24595
1392	Christine Brown	6.24890	Y	6.34580	married	092-06-1746	2.15455	32.67223	8.74071	90.63457	49.84321	53.86792	5.27229	6.52774	6.41313	1.00000	6.43750
1393	Robert Rodriguez	9.92085	yes	8.81939	divoced	138-03-4942	2.42385	54.28990	8.92806	75.81150	48.77642	69.83039	6.29985	7.03160	7.69081	0.00000	4.46662
1394	Lauren Kramer	5.70879	N	5.69289	married	105-61-7940	0.58151	53.01816	4.38736	82.33177	45.04593	64.55063	5.49481	5.89910	8.13716	1.00000	7.73953
1395	Patricia Dunn	6.74201	no	9.50357	married	401-91-5584	0.42594	110.50354	6.43888	71.01727	39.76081	55.39526	6.30381	5.38133	8.56614	1.00000	4.32156
1396	Elizabeth Meyer	3.78581	no	9.03910	widowed	788-03-7371	0.82850	107.20451	7.10714	86.20962	52.51186	48.30406	7.39850	6.22319	8.56725	1.00000	6.04950
1397	Mark Morales	4.92962	Y	4.40679	single	678-36-8140	1.14143	64.42158	7.76684	66.90043	57.70728	56.89765	6.47126	5.28795	7.65284	1.00000	5.91853
1398	Kevin Williams	5.77149	Y	3.84231	married	680-58-5607	0.52759	71.69436	4.67418	83.91988	60.45083	45.94401	5.80493	6.70897	4.82564	0.00000	6.56229
1399	Emily Wilson	7.97503	Y	4.60289	nop	010-32-1074	0.74716	106.19002	6.46746	79.76011	61.70782	38.22726	6.02032	5.79558	7.78261	1.00000	7.39539
1400	James Mathis	4.87980	no	7.75031	divoced	021-72-1191	0.93877	69.06307	7.67236	88.07105	58.85062	56.94981	5.78515	6.06275	7.71041	1.00000	7.23073
1401	Renee Young	2.92170	Y	4.25792	divoced	088-34-9150	2.91499	53.97900	8.87831	82.85755	57.98414	43.21329	6.31409	6.76311	7.06277	1.00000	6.45683
1402	Paige Fisher	6.22825	Y	7.20243	divoced	730-44-3592	0.85698	67.53122	7.48624	86.32365	38.85538	73.09663	5.92637	6.35273	7.60979	1.00000	4.85798
1403	Bobby Williams	5.44206	yes	5.32536	married	032-89-9071	0.88733	34.02587	7.40960	95.96354	32.06874	52.97762	7.03430	6.25534	7.90508	1.00000	4.52899
1404	Douglas Singleton	7.00492	yes	5.89792	married	085-70-6778	0.36305	68.62750	5.60207	87.02153	61.60984	45.66723	5.29611	5.61126	8.61677	1.00000	6.34205
1405	Patrick Davis	6.80389	Y	7.20530	single	800-98-2337	0.74028	47.30762	5.97087	74.49919	49.49710	57.74127	6.59583		8.96717	1.00000	6.32845
1406	Amy Martinez	7.88820	yes	6.68441	widowed	616-49-8739	2.30356	69.34992	8.70897	83.73190	50.12156	47.19728	7.41777	6.00927	4.71143	0.00000	6.92953
1407	Christopher Baker	9.05023	Y	7.38845	widowed	624-95-7936	0.72440	97.35072	7.23189	78.44522		27.68505	5.05469	7.00634	7.36768	0.00000	5.41333
1408	Rebecca Decker	8.53237	no	7.09986	married	425-40-9578	0.99274	77.71996	6.86547	79.74679	77.21053	67.33062	6.67399	5.78219	6.86488	0.00000	6.20112
1409	Jessica Mann	6.31787	no	6.14737	single	698-54-9273	0.82028	31.11503	6.56169	91.59525	60.46483	32.07546	9.14192	6.34385	9.81716	1.00000	6.26239
1410	Joshua Nguyen	6.54330	no	7.70734	single	097-99-3306	0.83551	68.22584	7.73478	81.13511	52.37343	54.02100	5.86509	6.78347	7.36957	1.00000	7.02910
1411	Samantha Baker	9.07138	no	7.64415	nop	040-63-5654	0.31353	71.40008	4.04147	90.75641	40.96574	50.32092	5.34615	6.04604	8.20211	1.00000	6.20008
1412	Joshua Fry	7.01310	no	4.51719	nop	420-62-1419	0.66699	88.36075	7.12038	30.81036	47.24893	75.08810	8.27771	4.30766	8.47846	1.00000	5.64416
1413	Sandra Booker	3.43625	no	4.80740	divoced	600-35-9868	0.48382	44.70860	5.63834	85.41986	59.22141	27.68218	5.10653	5.63900	10.14977	1.00000	5.29251
1414	Morgan Green	7.24336	yes	7.18762	married	373-85-3781	0.76870	107.51115	7.31047	24.94318	58.51126	50.87636	6.35145	8.53187	4.96704	0.00000	6.99976
1415	Felicia Edwards	3.39905	no	3.56983	divoced	287-90-9376	2.68948	78.88365	8.92531	44.00402	57.22889	45.46403	5.53594	7.91498	6.82453	1.00000	6.40528
1416	Jordan Simpson	6.74992	no	5.02255	widowed	546-51-0746	0.74977	56.02607	5.53556	87.64857	78.84526	50.85638	9.26905	6.16388	7.90789	1.00000	5.87696
1417	Sandra Walker	8.89136	yes	6.01414	divoced	811-09-4487	0.39996	60.69096	3.98245	39.84460	56.49202	48.16957	7.11798	4.38424	7.03550	0.00000	6.52919
1418	Sandra Nelson	8.02831	no	3.33724	nop	639-85-3480	0.77968	60.22495	7.05986	83.65485	58.71890	60.82596	5.67643	6.90613	7.23600	1.00000	7.98081
1419	Joseph Parks	7.42079	no	4.16564	married	425-51-4337	0.37599	101.27456	5.19086	81.22422	26.08316	44.19646	4.53556	7.12657	6.75485	1.00000	7.14156
1420	James Mathis	5.81686	no	6.10657	married	021-72-1191	0.39333	49.33268	4.28035	85.87082	28.17233	55.75730	5.45935	6.57274	8.37639	1.00000	5.16298
1421	Stephanie Jacobs	5.42989	Y	7.59745	separated	892-74-6901	1.02982	59.64361	7.63430	83.25564	54.08334	13.37940	5.38473	6.79499	7.57821	1.00000	6.26143
1422	Michelle Hopkins	7.67624	N	5.53801	married	472-53-8606	0.49928	64.25279	4.77634	82.15643	47.97437	50.60943	7.09961	5.94367	7.58625	1.00000	8.64002
1423	Joseph Nelson	4.25195	Y	5.35821	married	282-08-2592	7.06072	30.46473	10.01650	78.61109	57.44851	73.29712	6.97317	7.10680	4.48751	0.00000	5.42150
1424	Joshua Lamb	5.57547	no	9.28454	divoced	531-68-4625	0.47786	59.77956	5.34403	80.66743	45.25776	37.86147	7.61312	6.82692	9.97530	1.00000	7.04798
1425	Jordan Mills	9.08510	no	4.89518	married	537-02-1316	0.50530	90.96722	5.46593	61.41960	58.67505	67.59515	7.10652	7.70138	7.04226	1.00000	8.42368
1426	Michael Harrington	8.59428	yes	5.53141	married	346-80-7465	0.39529	89.22788	5.43214	72.37474	33.61423	32.61249	6.91367	7.16965	7.64817	1.00000	7.17221
1427	Dr. Megan Walls	8.41061	yes	7.44967	married	405-42-0902	0.77072	38.98870	6.61045	84.55589	46.46594	53.99136	6.79324	6.72603	6.87066	0.00000	5.92723
1428	Tara Barr	6.21896	yes	5.99180	widowed	694-90-6143	1.33938	60.46030	8.03022	63.53784	61.28477	42.31730	3.98427	7.44154	7.16626	1.00000	5.45807
1429	Lisa Cooper	5.21779	Y	6.90426	nop	444-01-8345	1.37659	37.48975	7.95804	55.21846	32.87926	55.51415	5.80070	7.69391	7.42342	1.00000	8.12768
1430	Olivia Williams	5.26439	Y	4.47611	separated	283-55-9123	2.44236	79.68363	8.80274	77.46838	61.43127	35.16725	6.18091	7.03376	4.26269	0.00000	6.00774
1431	Holly Zuniga	7.91621	no	6.97807	divoced	896-35-1427	0.71536	76.60662	6.61301	41.21519	81.59779	35.30296	6.03045	8.12566	9.76056	1.00000	8.25182
1432	David Richardson	7.52918	yes	9.04813	divoced	468-26-5066	1.78520	100.67653	8.53381	76.30394	64.51172	30.41460	8.32640	5.73216	4.67411	0.00000	7.42301
1433	Jessica Phillips	4.68909	Y	7.99576	married	009-46-3324	1.09081	70.94042	7.89512	83.10737	58.11815	52.16686	4.07236	6.47836	7.52772	1.00000	5.54372
1434	Stephen Mccormick	7.24883	no	6.82238	married	426-62-6412	0.43025	168.58305	6.00419	90.66955	51.77370	45.61056	6.19363	6.40071	8.89782	1.00000	5.28117
1435	Elizabeth Kim	7.36933	Y	7.42252	single	331-59-7924	1.12181	123.47512	7.92855	87.58612	59.71338	40.92602	6.59842	6.87848	4.69662	0.00000	6.71354
1436	Sara Rios	8.14727	no	8.70015	married	868-85-4809	1.43077	58.00264	8.02746	72.14994	28.37064	45.94713	6.25918	5.33165	5.86471	0.00000	6.84628
1437	Tristan Young	7.80282	no	3.68960	married	487-29-7515	0.62031	35.01620	5.96962	88.87984	48.81829	66.61098	6.96713	6.61115	6.64996	1.00000	6.77600
1438	Tabitha Atkinson	9.38998	no	9.04236	nop	717-82-8043	1.68654	65.62748	8.42017	73.05911	48.77041	40.97837	7.01822	7.16458	7.35932	0.00000	5.20659
1439	Theodore Robinson	8.27862	no	7.02059	single	353-03-4208	0.45714	100.59761	4.89575	92.53780	64.15308	75.23073	7.02400	6.22245	8.69030	1.00000	7.63519
1440	Christian Dixon	8.74183	no	9.09558	divoced	050-60-0564	2.33106	103.28215	8.74455	65.16436	70.68559	44.17411	5.87100	5.35095	6.27663	1.00000	6.38023
1441	Christine Lewis	8.12173	N	6.65396	married	024-32-3524	0.44635	51.19429	3.03970	82.07293	57.24000	43.23179	5.72643	5.81765	7.11226	1.00000	5.04283
1442	Kristine Armstrong	6.61036	Y	5.55340	divoced	286-05-8546	0.47876	71.48553	5.92053	90.47185	56.31759	24.38204	6.11965	5.94723	8.79622	1.00000	3.62206
1443	Christy Oconnor	6.36621	yes	5.29854	single	888-48-2333	3.82408	65.04318	9.41127	79.79126	44.54126	50.24192	6.26269	6.79057	5.73248	1.00000	5.97715
1444	Jennifer Young	6.63703	Y	8.16353	separated	563-03-7501	2.53689	69.51140	8.87309	52.36247	22.90819	63.27455	9.05412	7.68485	6.17678	1.00000	6.48247
1445	Ann Hernandez	6.39443	no	8.10794	divoced	193-55-9895	1.10706	106.05281	7.82225	83.09032	49.62017	48.62766	6.12812	5.83542		1.00000	6.42749
1446	Ariana Dalton	5.12674	no	5.44324	married	192-56-0577	1.48512	58.28339	8.30434	70.14013	58.54282	36.74861	8.22762	7.27994	5.08501	0.00000	8.09497
1447	Benjamin Mathis	4.21803	no	6.25515	divoced	073-39-0397	3.19370	86.36703	9.12454	47.79378	73.96422	44.20157	7.72309	7.99184	6.47315	1.00000	6.98679
1448	Katherine Hayes	8.65423	yes	6.17881	separated	537-69-6279	0.45022	71.82733	3.50975	42.56332	49.30818	73.78076	5.22857	7.95934	6.99051	1.00000	5.92832
1449	Dr. Tiffany White	4.76044	no	5.85093	single	601-60-5000	0.67559	63.14753	6.49962	80.42517	72.97034	30.16739	6.40160	5.88037	5.23758	0.00000	8.02102
1450	James Harrison	4.49299	no	6.23560	married	244-34-6541	1.63506	90.02616	8.33402	52.02534	39.30216	61.03180	6.49352	7.88771	7.11974	1.00000	7.56539
1451	Richard Quinn	2.10980	yes	5.89246	married	716-20-8684	0.47893	56.19870	6.70460	91.27265	33.27236	50.96302	6.00819	6.38546	9.39719	1.00000	7.79177
1452	Natalie Morris	3.62004	yes	4.66390	separated	857-15-8612	0.68212	58.29580	7.22347	43.05194	66.24107	70.95690	7.27368	8.02223	8.46203	1.00000	4.98028
1453	Frank Mitchell	4.78669	yes	6.84153	divoced	169-14-0340	2.55235	141.01456	8.91058	83.82980	93.03716	47.35724	7.75872	6.13775	6.57704	1.00000	7.86379
1454	Janice Davis	5.69052	yes	9.70729	separated	818-82-3076	0.53088	41.78513	5.83550	87.25400	41.90035	46.75939	7.20432	6.85322	9.41455	1.00000	8.20033
1455	Brandon Villarreal	7.33956	yes	6.32180	divoced	603-07-3113	0.43264	104.82764	5.97245	80.02271	45.17977	59.74591	5.60359	6.77187	9.16811	1.00000	4.49897
1456	Jose Dawson	5.13210	yes	6.63347	nop	881-51-2415	1.28898	106.08072	8.08871	7.00287	44.65569	13.85190	5.62017	8.98846	7.33882	1.00000	6.30001
1457	Cassidy Russell	4.57995	Y	7.88025	divoced	820-97-8440	0.60741	45.57585	6.44186	67.96329	63.99339	43.73042	7.99417	5.11259	8.99881	1.00000	8.61779
1458	Dawn Payne	10.25455	Y	9.84851	divoced	799-15-9028	3.39040	103.73079	9.22713	90.57437	64.76616	45.54997	5.26940	6.68505	8.11623	0.00000	7.58856
1459	James Santana	4.56315	no	4.10520	nop	196-20-3555	0.88215	89.30947	8.00392	72.13624	58.12254	50.32776	7.29118	6.98006	4.65297	0.00000	6.88003
1460	Kathleen Larsen	9.30825	yes	8.93604	married	308-50-8090	4.04132	39.36131	9.42702	92.67595	56.67085	45.34879	6.65281	5.87483	6.60891	0.00000	7.78603
1461	Luis Olson	7.10476	no	6.01474	married	200-89-3447	0.14112	116.24253	5.60859	62.61904	59.86269	74.75924	6.50208	7.44153	8.69752	1.00000	6.78991
1462	David Houston	8.33616	yes	7.12831	divoced	583-71-4408	0.54839	128.05044	4.37107	82.15597	47.02888	44.17490	6.04927	7.14346	8.29497	1.00000	7.44010
1463	John Callahan	4.50664	Y	4.63161	divoced	670-93-6309	1.32842	96.84200	7.97328	91.35127	42.16675	48.55061	5.77258	6.29636	4.67686	0.00000	5.69728
1464	Jenna Dean	5.32675	Y	6.95919	separated	437-70-9875	0.78133	73.64740	7.00867	87.30417	55.17477	63.04332	6.37993	6.53817	10.99669	1.00000	6.63691
1465	Todd Marshall	6.76666	no	2.99713	married	196-27-3050	1.01447	55.78539	7.74464	38.98661	33.35131	51.42530	7.24671	4.39799	7.72244	1.00000	6.64387
1466	Rachel Sanchez	4.71889	yes	7.28203	single	246-58-9317	1.16150	81.27050	7.75434	82.77572	53.53340	57.31961	6.54615	6.58628	7.72410	1.00000	8.34085
1467	Jocelyn Hill	4.71391	yes	8.05163	married	798-35-2668	1.07930	47.26409	7.37118	52.15411	36.09813	47.62736	6.70942	7.84302	8.14811	1.00000	6.87767
1468	Tanya Williamson	5.90239	no	8.40220	married	283-63-5213	0.50207	105.73961	6.07051	72.86582	60.56741	56.29406	6.53462	6.99677	9.18199	1.00000	4.58520
1469	Jonathan Curtis	4.36039	no	6.14031	married	080-34-2569		39.30757	11.05105	79.30438	74.91417	71.98904	5.52096	5.45146	4.45948	1.00000	5.80560
1470	Janice Davis	5.74212	no	2.83035	divoced	818-82-3076	0.46970	92.32427	6.26180	89.69585	43.89155	23.83856	5.65568	6.68108	3.99371	1.00000	6.21325
1471	Terri Nelson	7.50340	no	6.27558	married	261-53-7900	0.59258	61.05006	5.95689	88.46168	54.18955	40.80795	5.55588	6.47228	9.07471	1.00000	8.72079
1472	Brandon Jarvis	3.00699	no	5.41429	divoced	289-21-4179	1.93374	53.95376	8.35324	44.15571	26.96795	65.44706	4.13883	7.97086	7.59883	1.00000	7.02512
1473	Michael Sanders	10.10755	yes	8.75080	separated	436-14-0388	1.27157	30.96217	8.13461	87.44606	40.83250	48.67306	7.40078	6.63255	8.40300	0.00000	6.63064
1474	Mark Carter	6.90159	no	7.13209	married	260-70-7570	0.74184	28.74812	7.30679	73.32653	68.40776	28.65537	4.76657	7.14611	4.36719	0.00000	6.75415
1475	Karen Rivera	9.10342	no	7.08011	divoced	575-96-0806	0.43829	82.49560	4.25118	64.51803	66.54927	32.76359	6.36744	7.48610	8.03159	1.00000	7.56371
1476	Dominique Olson	9.25560	no	8.50280	divoced	371-53-2936	2.29458	86.91912	8.74874	73.26821	52.93889	46.72991	6.81992	5.33238	6.85479	0.00000	5.41440
1477	David Salas	8.92780	no	3.30690	single	823-95-1241	0.30805	34.08247	5.06320	76.90674	38.45573	39.49981	5.88047	6.83093	5.45192	1.00000	5.53657
1478	Reginald Gross	4.02850	yes	6.90199	divoced	865-09-5172	0.64004	41.71193	7.45738	86.12749	59.25471	68.84140	5.86453	5.98567	8.20793	1.00000	6.16278
1479	Courtney Williams	8.89355	Y	5.08450	widowed	071-04-7812	0.42846	0.28838	4.41743	77.53772	41.85194	50.92572	7.15762	5.41634	6.57129	1.00000	5.03382
1480	Paul Brooks	6.20931	yes	6.65130	single	273-65-2726	0.99055	116.33106	7.77988	89.63474	62.84942	42.94709	7.11535	6.39291	3.14936	0.00000	6.54848
1481	Dalton Rodriguez	6.23985	Y	7.32651	single	724-88-5173	0.44639	73.45418	4.59055	72.75920	72.00797	43.32456	6.23936	5.27877	9.35006	1.00000	7.98485
1482	Lori Kennedy	4.53656	Y	5.63612	nop	754-36-3491	1.97666	86.02747	8.56570	74.69342	43.37507	55.08633	5.71284	7.10209	4.37494	0.00000	7.93768
1483	Jessica Gonzalez	4.78248	no	4.89505	divoced	055-99-8483	1.46595	68.79172	7.82836	78.51670	46.70868	56.58011	6.02358	5.82660	2.90014	0.00000	6.54704
1484	Amanda Vang	3.82914	no	7.82999	divoced	610-14-4258	1.22422	54.35333	7.86567	85.55976	56.32750	61.90065	5.17131	6.83058	7.83428	1.00000	4.89567
1485	Andrew Gibson	5.02459	no	6.57436	widowed	423-11-2527	0.54888	35.05945	6.16844	77.46345	41.04039	47.56155	4.90961	5.61317	9.24883	1.00000	
1486	Martin Jones	7.09467	N	8.15106	single	877-77-2803	2.44730	57.97110	8.96958	11.95309	45.91879	62.19746	5.60764	9.19593	3.69531	0.00000	7.25175
1487	Andrew Moran	8.05970	no	7.00881	divoced	153-81-5982	1.15484	74.10766	7.80304	61.11887	37.81537	48.79317	7.67836	7.35192	5.64642	0.00000	5.93475
1488	Billy Long	4.52827	Y	10.79945	single	101-38-5204	2.58697	2.64476	8.82457	59.93234	59.32908	34.97974	6.57110	7.60665	6.75629	1.00000	6.92719
1489	John Baker	3.71063	no	9.09503	single	184-34-0757	1.10976	76.94013	7.62821	79.55561	42.79125	48.51278	7.44334	6.74297	8.06866	0.00000	7.86722
1490	Kyle Foster	4.81723	yes	10.16258	married	235-86-6839	0.79673	45.02798	7.53985	86.94300	64.23332	79.56130	6.40310	6.13666	7.85454	1.00000	7.32024
1491	Justin Singh	4.98452	yes	5.55547	married	280-18-1788	0.55232	48.53633	6.62824	61.09446	51.29349	62.17726	7.82370	5.01551	5.29615	0.00000	7.26873
1492	Deborah Jacobs	4.78322	no	5.90544	separated	862-58-2838	0.97775	43.50294	7.70309	37.69400	31.27962	62.75711	6.56037	8.18959	5.48708	0.00000	6.56916
1493	Brianna Robinson	6.45663	no	7.91837	married	692-37-9165	0.62769	48.67540	6.05095	58.80190	51.97635	58.49474	8.44839	7.61460	9.03565	1.00000	6.66484
1494	Joshua Roberts	10.27408	no	5.63915	married	741-67-8175	0.26463	37.19735	4.60022	86.68977	34.34265	62.54054	4.60794	5.87703	6.51946	1.00000	5.21937
1495	Matthew Wise	5.34871	no	7.41036	married	536-92-6266	1.05696	54.94075	7.75645	64.27203	52.60410	42.43733	6.39583	7.23431	7.53453	1.00000	6.61376
1496	Wendy Simmons	5.77623	N	5.40988	divoced	248-20-9414	0.58711	120.48193	4.92061	90.65936	41.72136	61.22832	7.02944	6.20163	8.26757	1.00000	7.26116
1497	Matthew Knox	5.59856	yes	5.97113	married	682-03-5496	1.23746	37.20651	7.84198	77.70705	48.14167	50.80089	5.99731	5.60050	7.38626	1.00000	7.25717
1498	Tiffany Guerrero	5.76935	yes	4.74467	widowed	845-77-3897	0.74024	126.86618	5.90269	89.06001	49.21570	46.82327	8.17570	6.18865	5.40870	0.00000	5.95347
1499	Jeffrey Stevens	6.66478	yes	3.43224	divoced	260-25-4601	0.37693	15.78146	3.89441	86.09637	34.11252	32.82603	6.74690	6.22023	6.07818	0.00000	6.17123
1500	Kendra Dawson	5.45577	yes	5.22716	single	196-08-6032	0.93813	51.46002	7.32697	49.87072	80.76422	30.39886	7.48816	4.69032	6.88440	0.00000	6.91573
1501	Nathan Warner	6.59016	Y	5.62882	separated	107-27-1342	0.45531	90.64457	5.39730	84.00488	27.43460	64.94194	8.01408	6.21800	5.03374	0.00000	6.41522
1502	Denise Hobbs	8.70755	no	8.89803	nop	035-80-1558	1.96643	124.36087	8.75955	90.56897	38.80820	57.25600	5.64401	6.18460	6.18989	0.00000	6.46066
1503	Phillip Franklin	10.31155	no	6.25876	divoced	582-72-4855	0.48251	47.33933	4.00617	89.25049	69.81532	53.40065	5.91246	6.53268	6.70831	1.00000	6.43829
